,,,,,,
254,  ./video_data_clip/road_h175_s3_b1.mp4 , label:  1,,,,
353,  ./video_data_clip/road_h107_s4_aleft_bright.mp4 , label:  1,,,,
587,  ./video_data_clip/road_h4_s2_a.mp4 , label:  3,,,,
508,  ./video_data_clip/road_h43_s2_b.mp4 , label:  2,,,,
234,  ./video_data_clip/road_h48_s4_a.mp4 , label:  1,,,,
372,  ./video_data_clip/road_h130_s1_a_right_b_left.mp4 , label:  1,,,,
561,  ./video_data_clip/road_h13_s3_b.mp4 , label:  2,,,,
503,  ./video_data_clip/road_h23_s1_a.mp4 , label:  2,,,,
237,  ./video_data_clip/road_h47_s3_b.mp4 , label:  1,,,,
557,  ./video_data_clip/road_h43_s6_a.mp4 , label:  2,,,,
344,  ./video_data_clip/road_h27_s2_ar_bl.mp4 , label:  1,,,,
504,  ./video_data_clip/road_h30_s4.mp4 , label:  2,,,,
209,  ./video_data_clip/road_h104_s2_b.mp4 , label:  0,,,,
54,  ./video_data_clip/road_h96_s1_a.mp4 , label:  0,,,,
551,  ./video_data_clip/road_h28_s9_afar_bclose_1.mp4 , label:  2,,,,
363,  ./video_data_clip/road_h127_s6_b.mp4 , label:  1,,,,
598,  ./video_data_clip/road_h9_s3_ar_bl.mp4 , label:  3,,,,
45,  ./video_data_clip/road_h137_s4_a_b.mp4 , label:  0,,,,
8,  ./video_data_clip/road_h203_s2_b.mp4 , label:  0,,,,
225,  ./video_data_clip/road_h150_s3_b_2.mp4 , label:  0,,,,
351,  ./video_data_clip/road_h67_s3_a_1.mp4 , label:  1,,,,
175,  ./video_data_clip/road_h69_s1_ar_bl.mp4 , label:  0,,,,
196,  ./video_data_clip/road_h135_s2_b.mp4 , label:  0,,,,
553,  ./video_data_clip/road_h37_s1_aright_bleft_1.mp4 , label:  2,,,,
605,  ./video_data_clip/road_h2_s3_s2_b.mp4 , label:  3,,,,
358,  ./video_data_clip/road_h243_s8_a.mp4 , label:  1,,,,
504,  ./video_data_clip/road_h30_s4.mp4 , label:  2,,,,
221,  ./video_data_clip/road_h204_s1_a_b.mp4 , label:  0,,,,
352,  ./video_data_clip/road_h42_s3_b.mp4 , label:  1,,,,
581,  ./video_data_clip/road_h8_s2_a.mp4 , label:  3,,,,
510,  ./video_data_clip/road_h30_s9_ar_bl.mp4 , label:  2,,,,
7,  ./video_data_clip/road_h243_s1_b.mp4 , label:  0,,,,
424,  ./video_data_clip/road_h84_s1_a,, label:  1,,,
162,  ./video_data_clip/road_h194_b.mp4 , label:  0,,,,
28,  ./video_data_clip/road_h246_s4_b.mp4 , label:  0,,,,
89,  ./video_data_clip/road_h56_s3_a.mp4 , label:  0,,,,
137,  ./video_data_clip/road_h203_s1_ab.mp4 , label:  0,,,,
7,  ./video_data_clip/road_h243_s1_b.mp4 , label:  0,,,,
413,  ./video_data_clip/road_h53_s2_a.mp4 , label:  1,,,,
562,  ./video_data_clip/road_h32_s1_b.mp4 , label:  2,,,,
152,  ./video_data_clip/road_h66_s1,, label:  0,,,
152,  ./video_data_clip/road_h66_s1,, label:  0,,,
466,  ./video_data_clip/road_h63_s3_ar_bl.mp4 , label:  1,,,,
77,  ./video_data_clip/road_h90_s1_b_1.mp4 , label:  0,,,,
73,  ./video_data_clip/road_h131_s2_a_right_b_left.mp4 , label:  0,,,,
201,  ./video_data_clip/road_h296_al_br.mp4 , label:  0,,,,
580,  ./video_data_clip/road_h1_s2_a_1.mp4 , label:  3,,,,
