clip_id,video_id,p1,p2,p3,p4
2153.0,614.0,0.2842056453227997,0.27308908104896545,0.2116566002368927,0.23104865849018097
194.0,41.0,0.2735222578048706,0.2476113885641098,0.23040510714054108,0.24846124649047852
1722.0,471.0,0.24498911201953888,0.26275745034217834,0.25085747241973877,0.2413959503173828
393.0,83.0,0.27278146147727966,0.2797407805919647,0.24035842716693878,0.20711927115917206
498.0,119.0,0.2815151512622833,0.26501813530921936,0.23502522706985474,0.21844147145748138
1406.0,358.0,0.2898124158382416,0.26986080408096313,0.23275956511497498,0.20756720006465912
648.0,162.0,0.2695023715496063,0.27206942439079285,0.22690844535827637,0.23151977360248566
1625.0,431.0,0.2772963345050812,0.24529044330120087,0.22543860971927643,0.25197461247444153
125.0,20.0,0.2689042091369629,0.24344120919704437,0.2417907565832138,0.24586383998394012
624.0,156.0,0.31881284713745117,0.23726773262023926,0.20628665387630463,0.23763272166252136
203.0,42.0,0.24883268773555756,0.25474223494529724,0.2531464695930481,0.2432786375284195
2122.0,600.0,0.30216071009635925,0.2502126395702362,0.23499442636966705,0.21263223886489868
257.0,55.0,0.3114140033721924,0.21643467247486115,0.22309428453445435,0.24905706942081451
1542.0,408.0,0.2892265319824219,0.24927417933940887,0.24401386082172394,0.2174854576587677
1014.0,245.0,0.27793097496032715,0.2833208441734314,0.20208631455898285,0.2366618812084198
2027.0,561.0,0.290012001991272,0.22992728650569916,0.2522720694541931,0.22778861224651337
687.0,171.0,0.26641854643821716,0.27558591961860657,0.24564608931541443,0.21234945952892303
1531.0,406.0,0.2308117300271988,0.2820018231868744,0.2228083461523056,0.2643781006336212
1519.0,405.0,0.2997775673866272,0.20021478831768036,0.2655719816684723,0.23443570733070374
396.0,83.0,0.24860329926013947,0.29803183674812317,0.2599274814128876,0.1934373527765274
1590.0,418.0,0.26742997765541077,0.2174006700515747,0.2353150099515915,0.27985435724258423
1962.0,546.0,0.24565429985523224,0.25209349393844604,0.2236701101064682,0.2785820960998535
1830.0,501.0,0.24970827996730804,0.2936916649341583,0.23205463588237762,0.2245454490184784
2108.0,597.0,0.25502660870552063,0.26732349395751953,0.2653801143169403,0.2122698277235031
1016.0,245.0,0.2767540216445923,0.2950267493724823,0.24879518151283264,0.17942404747009277
1162.0,291.0,0.276265025138855,0.24205844104290009,0.2289179563522339,0.25275859236717224
709.0,174.0,0.27932754158973694,0.26429277658462524,0.22746983170509338,0.2289099097251892
477.0,117.0,0.26394444704055786,0.2765361964702606,0.22764797508716583,0.23187138140201569
1427.0,363.0,0.3223778009414673,0.22732865810394287,0.23431818187236786,0.21597543358802795
510.0,127.0,0.24208562076091766,0.23966829478740692,0.2427714467048645,0.2754746377468109
1762.0,476.0,0.2902967631816864,0.25750645995140076,0.21304787695407867,0.23914887011051178
1990.0,551.0,0.23261944949626923,0.2682981789112091,0.2542189955711365,0.2448633760213852
655.0,162.0,0.2820011377334595,0.24172013998031616,0.22702166438102722,0.24925702810287476
2060.0,581.0,0.25656378269195557,0.24820342659950256,0.25541576743125916,0.23981702327728271
673.0,164.0,0.30699655413627625,0.21731680631637573,0.2295977771282196,0.24608886241912842
772.0,192.0,0.2468087524175644,0.2718164324760437,0.250620573759079,0.23075427114963531
1225.0,306.0,0.2587634325027466,0.2479625791311264,0.2619188725948334,0.23135514557361603
2074.0,587.0,0.2765564024448395,0.24521571397781372,0.2337239682674408,0.244503915309906
427.0,92.0,0.29063618183135986,0.232109934091568,0.21327027678489685,0.2639836370944977
479.0,117.0,0.282927006483078,0.22611744701862335,0.23064304888248444,0.26031243801116943
465.0,108.0,0.294405996799469,0.24579071998596191,0.24155260622501373,0.21825066208839417
474.0,115.0,0.30662569403648376,0.22194373607635498,0.2460044026374817,0.22542616724967957
1105.0,272.0,0.28065717220306396,0.24669557809829712,0.25671911239624023,0.21592816710472107
1283.0,317.0,0.26073840260505676,0.2565001845359802,0.24816091358661652,0.2346004992723465
1323.0,327.0,0.27413442730903625,0.23514863848686218,0.24347913265228271,0.24723781645298004
1751.0,475.0,0.2355029433965683,0.286212295293808,0.26270779967308044,0.21557699143886566
309.0,64.0,0.29625922441482544,0.2255827933549881,0.2559327781200409,0.22222518920898438
1890.0,515.0,0.2786359488964081,0.24664241075515747,0.2177635282278061,0.25695812702178955
745.0,181.0,0.24252523481845856,0.29685038328170776,0.23147296905517578,0.2291514128446579
897.0,221.0,0.2465675324201584,0.29897844791412354,0.2546009421348572,0.1998530477285385
874.0,212.0,0.22844403982162476,0.2943161725997925,0.26637402176856995,0.21086573600769043
271.0,56.0,0.3356003761291504,0.2002624124288559,0.22993947565555573,0.2341977208852768
686.0,171.0,0.24864043295383453,0.27176737785339355,0.2446669042110443,0.2349252551794052
1978.0,550.0,0.3230753540992737,0.29781726002693176,0.20110827684402466,0.17799913883209229
1418.0,361.0,0.28801900148391724,0.26030781865119934,0.23228101432323456,0.21939221024513245
332.0,71.0,0.29836058616638184,0.24468034505844116,0.2219674289226532,0.2349916398525238
1924.0,526.0,0.29978591203689575,0.24308326840400696,0.2230089008808136,0.2341219037771225
997.0,238.0,0.26891812682151794,0.26417145133018494,0.24747882783412933,0.2194315642118454
2121.0,600.0,0.27554672956466675,0.22383461892604828,0.23048295080661774,0.2701357305049896
380.0,78.0,0.26275089383125305,0.26228728890419006,0.25109678506851196,0.22386500239372253
1894.0,517.0,0.24494101107120514,0.2695692777633667,0.25361859798431396,0.23187114298343658
1252.0,310.0,0.2533867061138153,0.2480316013097763,0.24882330000400543,0.24975842237472534
723.0,175.0,0.24697507917881012,0.26016151905059814,0.2408786565065384,0.25198477506637573
1558.0,415.0,0.2470252960920334,0.28390929102897644,0.2608356177806854,0.20822975039482117
1407.0,358.0,0.27387821674346924,0.25807178020477295,0.21811293065547943,0.24993707239627838
1040.0,254.0,0.3136692941188812,0.2524900436401367,0.20924639701843262,0.22459428012371063
1929.0,527.0,0.254719078540802,0.24808178842067719,0.2476993352174759,0.24949981272220612
2010.0,557.0,0.26890796422958374,0.23997384309768677,0.24379204213619232,0.24732613563537598
803.0,197.0,0.3020159602165222,0.21698813140392303,0.2247486412525177,0.25624728202819824
305.0,64.0,0.26831960678100586,0.23578320443630219,0.24374814331531525,0.2521490752696991
1001.0,240.0,0.2969507575035095,0.2394825518131256,0.22830313444137573,0.23526360094547272
133.0,21.0,0.2864132523536682,0.2460269331932068,0.242601677775383,0.224958136677742
2062.0,581.0,0.26631802320480347,0.2654486894607544,0.22774557769298553,0.2404877096414566
1608.0,424.0,0.2767620384693146,0.24959547817707062,0.24441279470920563,0.2292296588420868
1746.0,473.0,0.2633468508720398,0.2654169797897339,0.22860680520534515,0.24262934923171997
267.0,56.0,0.27098187804222107,0.22108353674411774,0.26450005173683167,0.2434345781803131
1121.0,273.0,0.26318904757499695,0.2407522052526474,0.25115567445755005,0.2449030578136444
454.0,99.0,0.29218217730522156,0.224422886967659,0.24155442416667938,0.24184051156044006
1816.0,494.0,0.27106669545173645,0.2671557664871216,0.2422192096710205,0.21955837309360504
1135.0,283.0,0.2785089612007141,0.2785871922969818,0.23477749526500702,0.20812638103961945
1908.0,524.0,0.2647032141685486,0.2859266996383667,0.2275031954050064,0.2218669205904007
5.0,0.0,0.32003873586654663,0.22352291643619537,0.235739603638649,0.22069871425628662
1095.0,271.0,0.31641995906829834,0.22343827784061432,0.23567505180835724,0.22446668148040771
1688.0,460.0,0.2789565622806549,0.22788327932357788,0.23325470089912415,0.2599053978919983
1134.0,283.0,0.2808646857738495,0.2568240165710449,0.24406160414218903,0.21824970841407776
433.0,92.0,0.33449190855026245,0.22925633192062378,0.21808527410030365,0.2181665003299713
713.0,174.0,0.2908309996128082,0.29576313495635986,0.22763782739639282,0.1857680231332779
190.0,36.0,0.2845199406147003,0.2684190571308136,0.21722659468650818,0.2298344373703003
936.0,226.0,0.2534695863723755,0.2867986559867859,0.2788717448711395,0.1808600127696991
824.0,202.0,0.2411355823278427,0.28976306319236755,0.2635972797870636,0.20550404489040375
2174.0,616.0,0.25591951608657837,0.24297969043254852,0.2632184326648712,0.23788240551948547
59.0,10.0,0.26171165704727173,0.26846274733543396,0.24565266072750092,0.2241729497909546
538.0,130.0,0.2788948118686676,0.25297921895980835,0.2385701984167099,0.22955581545829773
