3,  ./video_data_clip/road_h171_s4_5_b.mp4 ,0,,,,
175,  ./video_data_clip/road_h69_s1_ar_bl.mp4 ,0,,,,
71,  ./video_data_clip/road_h247_s1,,0,,,
268,  ./video_data_clip/road_h59_s4_a.mp4 ,1,,,,
88,  ./video_data_clip/road_h382_ar_bl.mp4 ,0,,,,
318,  ./video_data_clip/road_h107_s4_bright_aleft.mp4 ,1,,,,
15,  ./video_data_clip/road_h246_s2_a_b.mp4 ,0,,,,
71,  ./video_data_clip/road_h247_s1,,0,,,
132,  ./video_data_clip/road_h10_s1_b.mp4 ,0,,,,
320,  ./video_data_clip/road_h112_s2_b.mp4 ,1,,,,
352,  ./video_data_clip/road_h42_s3_b.mp4 ,1,,,,
598,  ./video_data_clip/road_h9_s3_ar_bl.mp4 ,3,,,,
466,  ./video_data_clip/road_h63_s3_ar_bl.mp4 ,1,,,,
590,  ./video_data_clip/road_h59_s1_b.mp4 ,3,,,,
458,  ./video_data_clip/road_h177_s6,,1,,,
371,  ./video_data_clip/road_h21_s1_b[1].mp4 ,1,,,,
42,  ./video_data_clip/road_h177_s9_a_1.mp4 ,0,,,,
65,  ./video_data_clip/road_h260_s2_a_b.mp4 ,0,,,,
473,  ./video_data_clip/road_h107_s1_anear_bfar.mp4 ,1,,,,
423,  ./video_data_clip/road_h175_s4_a1.mp4 ,1,,,,
605,  ./video_data_clip/road_h2_s3_s2_b.mp4 ,3,,,,
222,  ./video_data_clip/road_h106_s2_b.mp4 ,0,,,,
214,  ./video_data_clip/road_h139_s2_a_1.mp4 ,0,,,,
495,  ./video_data_clip/road_h4_s1_b.mp4 ,2,,,,
533,  ./video_data_clip/road_h155_s11_a.mp4 ,2,,,,
59,  ./video_data_clip/road_h166_s4,,0,,,
78,  ./video_data_clip/road_h156_s4&5_a_1.mp4 ,0,,,,
361,  ./video_data_clip/road_h25_s3_aright_bleft.mp4 ,1,,,,
221,  ./video_data_clip/road_h204_s1_a_b.mp4 ,0,,,,
85,  ./video_data_clip/road_h96_s2_b.mp4 ,0,,,,
536,  ./video_data_clip/road_h22_s1_b.mp4 ,2,,,,
17,  ./video_data_clip/road_h121_s2_a,,0,,,
458,  ./video_data_clip/road_h177_s6,,1,,,
347,  ./video_data_clip/road_h89_s2_aclose_bfar_2.mp4 ,1,,,,
64,  ./video_data_clip/road_h111_s2_b.mp4 ,0,,,,
347,  ./video_data_clip/road_h89_s2_aclose_bfar_2.mp4 ,1,,,,
246,  ./video_data_clip/road_h82_s2_aleft_bright_2.mp4 ,1,,,,
220,  ./video_data_clip/road_h162_s2_a_b.mp4 ,0,,,,
40,  ./video_data_clip/road_h170_s1_b.mp4 ,0,,,,
88,  ./video_data_clip/road_h382_ar_bl.mp4 ,0,,,,
119,  ./video_data_clip/road_h146_s1_b.mp4 ,0,,,,
526,  ./video_data_clip/road_h17_s3_b.mp4 ,2,,,,
278,  ./video_data_clip/road_h40_s3_a.mp4 ,1,,,,
2,  ./video_data_clip/road_h90_s4_b_2.mp4 ,0,,,,
503,  ./video_data_clip/road_h23_s1_a.mp4 ,2,,,,
489,  ./video_data_clip/road_h28_s9_anear_bfar_2.mp4 ,2,,,,
278,  ./video_data_clip/road_h40_s3_a.mp4 ,1,,,,
260,  ./video_data_clip/road_h56_s2_a_b.mp4 ,1,,,,
300,  ./video_data_clip/road_h100_s5 and 6_a.mp4 ,1,,,,
472,  ./video_data_clip/road_h53_s2_b.mp4 ,1,,,,
470,  ./video_data_clip/road_h4_s5_b.mp4 ,1,,,,
524,  ./video_data_clip/road_h153_s8_a.mp4 ,2,,,,
312,  ./video_data_clip/road_h48_s1_ar_bl.mp4 ,1,,,,
539,  ./video_data_clip/road_h38_s2_a.mp4 ,2,,,,
117,  ./video_data_clip/road_h242_s2_a_b.mp4 ,0,,,,
156,  ./video_data_clip/road_h110_s4_a.mp4 ,0,,,,
303,  ./video_data_clip/road_h65_s1_a.mp4 ,1,,,,
77,  ./video_data_clip/road_h90_s1_b_1.mp4 ,0,,,,
253,  ./video_data_clip/road_h61_s3_a.mp4 ,1,,,,
579,  ./video_data_clip/road_h150_s5_a.mp4 ,3,,,,
515,  ./video_data_clip/road_h153_s1_al_br.mp4 ,2,,,,
0,  ./video_data_clip/road_h260_s1_a_b.mp4 ,0,,,,
437,  ./video_data_clip/road_h89_s1_aclose_bfar (1).mp4 ,1,,,,
173,  ./video_data_clip/road_h243_s4_b.mp4 ,0,,,,
45,  ./video_data_clip/road_h137_s4_a_b.mp4 ,0,,,,
175,  ./video_data_clip/road_h69_s1_ar_bl.mp4 ,0,,,,
64,  ./video_data_clip/road_h111_s2_b.mp4 ,0,,,,
79,  ./video_data_clip/road_h201_s1_ab.mp4 ,0,,,,
216,  ./video_data_clip/road_h111_s3_a.mp4 ,0,,,,
238,  ./video_data_clip/road_h48_s6_ar_bl.mp4 ,1,,,,
49,  ./video_data_clip/road_h128_s1_ab.mp4 ,0,,,,
15,  ./video_data_clip/road_h246_s2_a_b.mp4 ,0,,,,
96,  ./video_data_clip/road_h304_s1_a_b.mp4 ,0,,,,
450,  ./video_data_clip/road_h35_s6_a_1.mp4 ,1,,,,
590,  ./video_data_clip/road_h59_s1_b.mp4 ,3,,,,
283,  ./video_data_clip/road_h80_s1_a_1.mp4 ,1,,,,
278,  ./video_data_clip/road_h40_s3_a.mp4 ,1,,,,
36,  ./video_data_clip/road_h620_s1,4,5_a_b_1.mp4 ,,,0
353,  ./video_data_clip/road_h107_s4_aleft_bright.mp4 ,1,,,,
246,  ./video_data_clip/road_h82_s2_aleft_bright_2.mp4 ,1,,,,
458,  ./video_data_clip/road_h177_s6,,1,,,
150,  ./video_data_clip/road_h45_s1_ar_bl.mp4 ,0,,,,
526,  ./video_data_clip/road_h17_s3_b.mp4 ,2,,,,
529,  ./video_data_clip/road_h12_s1_1.mp4 ,2,,,,
263,  ./video_data_clip/road_h42_s1_a.mp4 ,1,,,,
74,  ./video_data_clip/road_h30_s14_b.mp4 ,0,,,,
150,  ./video_data_clip/road_h45_s1_ar_bl.mp4 ,0,,,,
312,  ./video_data_clip/road_h48_s1_ar_bl.mp4 ,1,,,,
207,  ./video_data_clip/road_h222_s1_a_b.mp4 ,0,,,,
280,  ./video_data_clip/road_h21_s2_a[1].mp4 ,1,,,,
14,  ./video_data_clip/road_h243_s4_a.mp4 ,0,,,,
17,  ./video_data_clip/road_h121_s2_a,,0,,,
554,  ./video_data_clip/road_h8_s4_a.mp4 ,2,,,,
312,  ./video_data_clip/road_h48_s1_ar_bl.mp4 ,1,,,,
358,  ./video_data_clip/road_h243_s8_a.mp4 ,1,,,,
160,  ./video_data_clip/road_h271_s1,4_a_2.mp4 ,,,0,
273,  ./video_data_clip/road_h42_s4_b.mp4 ,1,,,,
503,  ./video_data_clip/road_h23_s1_a.mp4 ,2,,,,
479,  ./video_data_clip/road_h40_s4_a.mp4 ,1,,,,
89,  ./video_data_clip/road_h56_s3_a.mp4 ,0,,,,
307,  ./video_data_clip/road_h147_s3_b.mp4 ,1,,,,
272,  ./video_data_clip/road_h82_s1_aright_bleft.mp4 ,1,,,,
536,  ./video_data_clip/road_h22_s1_b.mp4 ,2,,,,
379,  ./video_data_clip/road_h89_s3_bclose_afar.mp4 ,1,,,,
192,  ./video_data_clip/road_h119_s1_a_1.mp4 ,0,,,,
237,  ./video_data_clip/road_h47_s3_b.mp4 ,1,,,,
74,  ./video_data_clip/road_h30_s14_b.mp4 ,0,,,,
197,  ./video_data_clip/road_h170_s3_b_1.mp4 ,0,,,,
410,  ./video_data_clip/road_h88_s3_a.mp4 ,1,,,,
468,  ./video_data_clip/road_h116_s1,4_a_1.mp4 ,,,1,
74,  ./video_data_clip/road_h30_s14_b.mp4 ,0,,,,
361,  ./video_data_clip/road_h25_s3_aright_bleft.mp4 ,1,,,,
248,  ./video_data_clip/road_h60_s1_b.mp4 ,1,,,,
99,  ./video_data_clip/road_h246_s4_a.mp4 ,0,,,,
64,  ./video_data_clip/road_h111_s2_b.mp4 ,0,,,,
4,  ./video_data_clip/road_h189_s3_a_b.mp4 ,0,,,,
175,  ./video_data_clip/road_h69_s1_ar_bl.mp4 ,0,,,,
458,  ./video_data_clip/road_h177_s6,,1,,,
595,  ./video_data_clip/road_h150_s1_a_2.mp4 ,3,,,,
580,  ./video_data_clip/road_h1_s2_a_1.mp4 ,3,,,,
597,  ./video_data_clip/road_h8_s2_b.mp4 ,3,,,,
322,  ./video_data_clip/road_h88_s3_b.mp4 ,1,,,,
7,  ./video_data_clip/road_h243_s1_b.mp4 ,0,,,,
460,  ./video_data_clip/road_h150_s2_b_1.mp4 ,1,,,,
79,  ./video_data_clip/road_h201_s1_ab.mp4 ,0,,,,
250,  ./video_data_clip/road_h79_s3_b.mp4 ,1,,,,
236,  ./video_data_clip/road_h127_s2_a.mp4 ,1,,,,
488,  ./video_data_clip/road_h18_s2_a.mp4 ,2,,,,
327,  ./video_data_clip/road_h100_s3_a.mp4 ,1,,,,
423,  ./video_data_clip/road_h175_s4_a1.mp4 ,1,,,,
550,  ./video_data_clip/road_h67_s2_a_1.mp4 ,2,,,,
363,  ./video_data_clip/road_h127_s6_b.mp4 ,1,,,,
318,  ./video_data_clip/road_h107_s4_bright_aleft.mp4 ,1,,,,
230,  ./video_data_clip/road_h56_s3_b.mp4 ,0,,,,
192,  ./video_data_clip/road_h119_s1_a_1.mp4 ,0,,,,
503,  ./video_data_clip/road_h23_s1_a.mp4 ,2,,,,
89,  ./video_data_clip/road_h56_s3_a.mp4 ,0,,,,
315,  ./video_data_clip/road_h92_s1_a,,1,,,
448,  ./video_data_clip/road_h145_s2,,1,,,
148,  ./video_data_clip/road_h195_s4_a_b.mp4 ,0,,,,
20,  ./video_data_clip/road_h110_s4_b.mp4 ,0,,,,
246,  ./video_data_clip/road_h82_s2_aleft_bright_2.mp4 ,1,,,,
165,  ./video_data_clip/road_h101_s1_a_1.mp4 ,0,,,,
358,  ./video_data_clip/road_h243_s8_a.mp4 ,1,,,,
8,  ./video_data_clip/road_h203_s2_b.mp4 ,0,,,,
118,  ./video_data_clip/road_h304_s3_a_b.mp4 ,0,,,,
431,  ./video_data_clip/road_h95_s6_ar_bl.mp4 ,1,,,,
598,  ./video_data_clip/road_h9_s3_ar_bl.mp4 ,3,,,,
71,  ./video_data_clip/road_h247_s1,,0,,,
83,  ./video_data_clip/road_h194_a.mp4 ,0,,,,
177,  ./video_data_clip/road_h86_s3_b.mp4 ,0,,,,
361,  ./video_data_clip/road_h25_s3_aright_bleft.mp4 ,1,,,,
418,  ./video_data_clip/road_h118_s1_aleft_bright.mp4 ,1,,,,
395,  ./video_data_clip/road_h102_s1_b.mp4 ,1,,,,
493,  ./video_data_clip/road_h23_s3_a.mp4 ,2,,,,
51,  ./video_data_clip/road_h78_s1_a_1.mp4 ,0,,,,
565,  ./video_data_clip/road_h13_s1_a_2.mp4 ,2,,,,
392,  ./video_data_clip/road_h175_s3_a.mp4 ,1,,,,
152,  ./video_data_clip/road_h66_s1,,0,,,
51,  ./video_data_clip/road_h78_s1_a_1.mp4 ,0,,,,
489,  ./video_data_clip/road_h28_s9_anear_bfar_2.mp4 ,2,,,,
30,  ./video_data_clip/road_h127_s7_a.mp4 ,0,,,,
54,  ./video_data_clip/road_h96_s1_a.mp4 ,0,,,,
192,  ./video_data_clip/road_h119_s1_a_1.mp4 ,0,,,,
581,  ./video_data_clip/road_h8_s2_a.mp4 ,3,,,,
0,  ./video_data_clip/road_h260_s1_a_b.mp4 ,0,,,,
115,  ./video_data_clip/road_h50_s4_aclose_bfar_1.mp4 ,0,,,,
267,  ./video_data_clip/road_h114_s123_b.mp4 ,1,,,,
322,  ./video_data_clip/road_h88_s3_b.mp4 ,1,,,,
142,  ./video_data_clip/road_h145_s1_a.mp4 ,0,,,,
130,  ./video_data_clip/road_h108_s1_b_1.mp4 ,0,,,,
258,  ./video_data_clip/road_h175_s4_a2.mp4 ,1,,,,
202,  ./video_data_clip/road_h140_s1_bclose_afar_2.mp4 ,0,,,,
212,  ./video_data_clip/road_h246_s5_a_b.mp4 ,0,,,,
435,  ./video_data_clip/road_h175_s1_b.mp4 ,1,,,,
345,  ./video_data_clip/road_h81_s1_s2_a.mp4 ,1,,,,
361,  ./video_data_clip/road_h25_s3_aright_bleft.mp4 ,1,,,,
597,  ./video_data_clip/road_h8_s2_b.mp4 ,3,,,,
214,  ./video_data_clip/road_h139_s2_a_1.mp4 ,0,,,,
206,  ./video_data_clip/road_h177_s2,,,0,,
435,  ./video_data_clip/road_h175_s1_b.mp4 ,1,,,,
431,  ./video_data_clip/road_h95_s6_ar_bl.mp4 ,1,,,,
186,  ./video_data_clip/road_h30_s14_a.mp4 ,0,,,,
