clip_id,video_id,p1,p2,p3,p4,labels
1499.0,77.0,0.3254701793193817,0.15447889268398285,0.03251228854060173,0.487538605928421,0.0
4392.0,222.0,0.04017619788646698,0.08631932735443115,0.48541882634162903,0.38808560371398926,0.0
288.0,17.0,0.4350048303604126,0.17198744416236877,0.0827672928571701,0.31024038791656494,0.0
11084.0,515.0,0.08397583663463593,0.1991087794303894,0.6952357292175293,0.021679619327187538,2.0
10276.0,498.0,0.26473259925842285,0.4938206374645233,0.22576498985290527,0.015681728720664978,2.0
4968.0,251.0,0.14427313208580017,0.47780248522758484,0.24759019911289215,0.13033418357372284,1.0
6977.0,352.0,0.1724579632282257,0.460638165473938,0.2789703905582428,0.0879335105419159,1.0
5381.0,272.0,0.3791685700416565,0.3491838574409485,0.20242193341255188,0.06922561675310135,1.0
15024.0,582.0,0.17448151111602783,0.23783276975154877,0.18668204545974731,0.40100371837615967,3.0
3895.0,197.0,0.6519202589988708,0.2662133276462555,0.05564633756875992,0.026220085099339485,0.0
12165.0,536.0,0.27444949746131897,0.21294105052947998,0.48920342326164246,0.023406019434332848,2.0
8867.0,448.0,0.5122185349464417,0.32714441418647766,0.13647876679897308,0.024158254265785217,1.0
15359.0,585.0,0.06815709173679352,0.09608203917741776,0.15579533576965332,0.6799655556678772,3.0
14704.0,579.0,0.04405095428228378,0.08814205229282379,0.07920759916305542,0.78859943151474,3.0
6127.0,310.0,0.3089485168457031,0.18544064462184906,0.1277923732995987,0.3778185248374939,1.0
15901.0,594.0,0.23104067146778107,0.22448384761810303,0.23824338614940643,0.3062320351600647,3.0
10448.0,502.0,0.6381691694259644,0.1956842541694641,0.13624882698059082,0.029897738248109818,2.0
4034.0,204.0,0.5737107992172241,0.262231707572937,0.03264431282877922,0.13141319155693054,0.0
5117.0,259.0,0.08338890969753265,0.19000069797039032,0.1666482388973236,0.5599621534347534,1.0
6931.0,350.0,0.2198101282119751,0.3794631361961365,0.13261711597442627,0.26810958981513977,1.0
12381.0,540.0,0.345065712928772,0.17867644131183624,0.46162062883377075,0.014637207612395287,2.0
10171.0,496.0,0.130191832780838,0.10149484127759933,0.654309868812561,0.11400342732667923,2.0
15030.0,582.0,0.046662528067827225,0.12618853151798248,0.35082104802131653,0.4763278663158417,3.0
13942.0,571.0,0.17361041903495789,0.17168140411376953,0.1422620415687561,0.5124461650848389,3.0
14120.0,573.0,0.04759681224822998,0.03954528272151947,0.02606566622853279,0.8867923021316528,3.0
4715.0,238.0,0.09782252460718155,0.3506716191768646,0.16390657424926758,0.3875992000102997,1.0
8536.0,431.0,0.09743206202983856,0.2339320033788681,0.5378023982048035,0.13083356618881226,1.0
83.0,5.0,0.6057009696960449,0.27743157744407654,0.08853617310523987,0.02833123877644539,0.0
13636.0,566.0,0.5134727358818054,0.3188771605491638,0.10703358799219131,0.060616541653871536,2.0
16612.0,601.0,0.15403711795806885,0.08938655257225037,0.020229464396834373,0.7363469004631042,3.0
1935.0,99.0,0.8540024161338806,0.06817275285720825,0.005656050983816385,0.07216878235340118,0.0
4640.0,234.0,0.23840577900409698,0.41470959782600403,0.29697445034980774,0.04991021007299423,1.0
13381.0,560.0,0.5024514198303223,0.14284656941890717,0.17601072788238525,0.17869128286838531,2.0
11463.0,522.0,0.21088986098766327,0.5503495335578918,0.20588816702365875,0.032872412353754044,2.0
16588.0,601.0,0.3087933361530304,0.15508005023002625,0.04595500975847244,0.4901715815067291,3.0
10881.0,510.0,0.1195373609662056,0.2976200580596924,0.4658350348472595,0.11700762063264847,2.0
14143.0,573.0,0.13089443743228912,0.14899659156799316,0.09825802594423294,0.6218509674072266,3.0
6992.0,353.0,0.3129960596561432,0.28985685110092163,0.021525409072637558,0.3756216764450073,1.0
3433.0,174.0,0.41281771659851074,0.3590777814388275,0.1684572696685791,0.05964728817343712,0.0
12397.0,541.0,0.07585127651691437,0.21620166301727295,0.5633211731910706,0.1446259319782257,2.0
